id,sentence,set
s2614,Mijn geaardheid heeft er voor een deel mee te maken.,66
s2615,"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",66
s2616,"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",66
s2617,"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",66
s2618,"Hij speelde heel erg op de man om op te vallen, maar ging daarin te ver.",66
s2619,Toen was het genoeg geweest.,66
s2620,"Hij is geen verdachte, maar zou informatie hebben die van belang is voor het onderzoek, meldde NBC News.",66
s2621,In de toekomst zijn er 14 in plaats van 15 landen nodig om een voorstel tegen te houden.,66
s2622,Daardoor werd ik wel minder pro-Denk.,66
s2623,Maar ook het creëren van werkgelegenheid en realiseren van stages vind ik belangrijk.,66
s2624,"Ik heb gezegd tegen m'n partijvoorzitter en de fractievoorzitter dat ik van harte bereid ben om nog een bepaalde periode door te gaan, vanwege de inwerking van de nieuwe griffier en de verhuizing.",66
s2625,Hij deed het opvallende voorstel om het voor de politie mogelijk te maken om wapens in te nemen als schietpartijen zo voorkomen kunnen worden.,66
s2626,Het was een bijzonder gezicht.,66
s2627,"Zonder het goede beleid van de Communistische Partij, de staat en zonder de liefde van het volk is er geen Fan Bingbing.",66
s2628,Na ruim anderhalf jaar onderhandelen ligt er een document van ruim 500 pagina's op tafel dat de scheiding met de Europese Unie moet regelen.,66
s2629,"Dat gebeurde de afgelopen twee maanden langs de rivier Bernisse, die de scheiding vormt tussen de eilanden Voorne en Putten.",66
s2630,"Het OM is het daar niet mee eens en heeft de rechtbank gevraagd om een bevel tot gevangenneming, zodat hij kan worden uitgeleverd aan Nederland.",66
s2631,Dat betekent geen officieel contact meer met Taiwan - wat Trump vlak na zijn beëdiging juist wel had.,66
s2632,"Hij heeft rond de 400.000 euro schade geleden, schat hij in.",66
s2633,Mogelijk is daarbij de later gearresteerde Nederlander gewond geraakt.,66
s2634,"Ontsnapt Beverratten zijn oorspronkelijk afkomstig uit Zuid-Amerika, zegt Hein Pieper, dijkgraaf bij het waterschap Rijn en IJssel.",66
s2635,"Het is een aparte man: aan de ene kant is hij populair bij de bevolking, en aan de andere kant gedraagt hij zich raar in de gemeenteraad.",66
s2636,De bank heeft het nieuws nog niet bevestigd.,66
s2637,Nu Noord-Korea raketten afvuurt boven Japan zou intensieve samenwerking over vliegroutes nodig zijn.,66
s2638,De organisatie van de People's Vote March zeggen dat de race nog niet gelopen is en dat mensen hun stem moeten laten horen.,66
s2639,Het belooft daarom weer een lastig debat te worden voor Blok.,66
s2640,"Het had nogal een seksuele connotatie: Run from fear, fun from rear.",66
s2641,Heel anders dan op de G7-top op Sicilië of de aankomende G20-top in Hamburg.,67
s2642,Toch is het van groot belang dat er in de industrie goede afspraken worden gemaakt.,67
s2643,"Als er dan iemand je erf komt lopen die zegt: ik kan je uit de financiële problemen helpen, dan is dat wel heel aanlokkelijk.",67
s2644,"Als gevolg kan in principe iedereen met koorts in het risicogebied ebola hebben, vertelt hij.",67
s2645,"Dat laatste betreft de Women's March on Washington, op zaterdag.",67
s2646,"Nu regent het nog in het oosten en noordoosten, maar in de loop van de dag breekt de zon wat vaker door.",67
s2647,I love my husband with all of my heart.,67
s2648,"Maar daar moet het bij blijven, vindt Bijleveld.",67
s2649,Dat zijn de delen waarover de EU en Groot-Brittannië het eens zijn.,67
s2650,"Het is niet alleen emancipatie, het scheelt ook een hoop buitenlandse chauffeurs.",67
s2651,Verder ziet hij nog twee mogelijkheden.,67
s2652,Volgens haar advocaat heeft de misbruikaffaire rond de Amerikaanse filmproducent Weinstein voor Ayari de doorslag gegeven om nu naar buiten te treden.,67
s2653,Zo'n minister zonder portefeuille komt er opnieuw op het ministerie van Buitenlandse Zaken: de minister voor Buitenlandse Handel en Ontwikkelingssamenwerking.,67
s2654,"Ook heeft de overheid grote IT-bedrijven gevraagd te helpen bij het ontwerpen van een platform om onregelmatigheden snel te spotten en fraude, zoals het claimen van onuitgevoerde behandelingen, zoveel mogelijk te voorkomen.",67
s2655,"Het feit dat in korte tijd twee keer goederen zijn achtergebleven, maakt uiteraard dat intern extra alertheid wordt gevraagd om dit soort dingen in de toekomst te voorkomen"", laat de politie weten.",67
s2656,Dat maakt de situatie nog gevaarlijker.,67
s2657,Het is wel wat je gevoelsmatig wil.,67
s2658,"Toezichthouders en centrale banken moeten innovatie niet willen dwarsbomen, maar we zien hier een aantal risico's.",67
s2659,We zullen denk ik nog wel van hem horen.,67
s2660,Nederland heeft een groot belang bij de euro en is erbij gebaat dat die blijft.,67
s2661,"Vanuit de metafoor dat ons werk lijkt op dat van een circusartiest, we moeten heel veel ballen in de lucht houden, dat doen we met heel veel plezier en liefde, maar soms is het ook heel zwaar.",67
s2662,"Het spotje, waarin een sexy vrouwelijke dokter en een mannelijke arts met een hoog stemmetje te zien waren.",67
s2663,"Diverse wetten geven Harbers (staatssecretaris van Justitie en Veiligheid, red.)",67
s2664,"D66-raadslid Marian Segers werd een jaar geleden bij haar huis neergestoken met een keukenmes en een tuinschaar toen ze de Fransman betrapte op insluiping, meldt omroep NH.",67
s2665,Maar dat geldt lang niet voor iedereen.,67
s2666,Mogelijk zullen ze je zelfs vermoorden.,67
s2667,Zo'n groot aantal hadden de Duitsers niet verwacht.,67
s2668,"Critici vrezen dat het richting een dictatuur kan gaan en dat Erdogan nog meer macht naar zich toe zal trekken, en dat de oppositie helemaal geen stem meer heeft.",67
s2669,In het zuidoosten is een enkele regen- of onweersbui mogelijk.,67
s2670,Het is moeilijk inschatten wanneer je moet remmen en wanneer je tot stilstand komt.,67
s2671,Guaidó riep zichzelf vorige maand uit tot interim-president van Venezuela als vervanger van president Maduro.,67
s2672,Zonde van al het harde werk van iedereen de afgelopen jaren.,67
s2673,"Hier ben ik niet bang, binnen ben ik dat wel.",67
s2674,Dat maakt het werk nog moeilijker.,67
s2675,Zijn ambitie om indruk te maken op haar ontaardde in iets duisters.,67
s2676,In juni opende de Commissie een website waar jongeren gratis treintickets aan konden vragen.,67
s2677,Het gaat mogelijk om het bevolkingsregister van Diever uit 1942.,67
s2678,"Bij het onderzoek werd dna op haar lichaam gevonden, waarmee een profiel van de dader werd gemaakt.",67
s2679,"Als je zelf problemen hebt, is het extra moeilijk om het iedereen gezellig te zien hebben.",67
s2680,"Als de burgemeester spreekt over 'een zwarte dag voor Utrecht', kunnen dove mensen dat letterlijk opvatten.",67
s2681,Grote delen van de stad werden afgezet om de man te vinden.,68
s2682,Zo'n hoog gebouw zou niet goed zijn.,68
s2683,Daar ben ik heel trots op.,68
s2684,Op de beurs schoot het aandeel KPN met 10 procent omhoog nadat het bericht naar buiten was gekomen.,68
s2685,Ook in Nederland werden tussen 2 maart en 17 april mensen ondervraagd.,68
s2686,"Otten wil graag praktisch zijn, Baudet, samen met Cliteur en Frentrop, liever ideologisch.",68
s2687,Bij het blussen van een brand in een tankstation in de staat Michigan ging het dit weekend behoorlijk mis.,68
s2688,"Niet alleen Nederland, maar alle landen moeten zich samen sterk maken voor de Oeigoeren en de Kazachen.",68
s2689,"Als Oekraïne geen politieke roet in het eten gooit, natuurlijk.",68
s2690,Een ontslag van Powell zou ongekend zijn.,68
s2691,"65 kavels verkopen in een jaar, dat is ongekend.",68
s2692,"Met een helder links alternatief als het gaat om zorg, klimaat, pensioenen.",68
s2693,Ik voel me er vreselijk over.,68
s2694,"Alleen door de grote uitdagingen die we voor ons hebben strategisch aan te pakken, kunnen we ze in kansen veranderen.",68
s2695,Het aantal bloembollentelers is sinds 2000 met 40 procent afgenomen.,68
s2696,"Als we de klimaatdoelen willen halen, moeten we ook wat aan het vliegverkeer doen.",68
s2697,Anderzijds is het bij een nieuwe eigenaar altijd weer afwachten wat er precies gaat gebeuren.,68
s2698,De Fokker 70 gaat na de bezichtiging naar de Australische maatschappij Alliance Airlines.,68
s2699,Het moest daarom een echt meesterwerk zijn.,68
s2700,Dat stinkt en vervuilt; een alternatief is meer dan welkom.,68
s2701,Geef dus weinig gas als je optrekt en laat de koppeling rustig opkomen.,68
s2702,Terwijl we juist moeten willen dat deze mensen zo snel mogelijk integreren.,68
s2703,"Ook de rechter krijgt een veeg uit de pan: ""De kwalijke uitspraak van de rechter in San Francisco is een cadeau voor criminele bendes in ons land.",68
s2704,Een heel goede collega heeft een van zijn kramen ter beschikking gesteld.,68
s2705,Hij zag zichzelf als 'helper' in 150 tot 200 smokkelzaken en stak een deel van het geld dat de migranten betaalden in zijn eigen zak.,68
s2706,Enkele groepen protesteerden afgelopen weken zelfs tegen de viering.,68
s2707,"In meerdere talen, met verschillende pictogrammen en met een duidelijke instructie vooraf probeert Safaripark Beekse Bergen zijn bezoekers in de auto te houden.",68
s2708,Bij de bestorming kwamen twee politiemensen om het leven.,68
s2709,"We staan achter het anti-rookbeleid, maar winkeliers moeten wel fatsoenlijk de tijd hebben om het geregeld te krijgen.",68
s2710,"Economische pijn ""In theorie kan Trump de handelsoorlog winnen als louter naar de harde kern van Trump-aanhang wordt gekeken.",68
s2711,"Zonder Madrid zijn we beter af, is al jaren de gedachte in Catalonië"", zegt correspondent Rop Zoutberg.",68
s2712,Ruim 180 bedrijven uit binnen- en buitenland hebben interesse getoond in een vergunning.,68
s2713,"Zodat de mensen die om haar hebben gegeven en nog om haar geven, respectvol afscheid kunnen nemen.",68
s2714,Helemaal positief is het niet.,68
s2715,Frans Lanting over instagrammers in de natuur Zijn prachtige natuurfoto's kunnen een aanzuigende werking hebben.,68
s2716,"Maar de gemeente zegt de marktkooplui niet tegemoet te zullen komen, omdat het afgesproken maximale markttarief van 30,57 euro per ondernemer per dag nooit is overschreden.",68
s2717,"Hoe concreet die actieplannen zijn, is nog onduidelijk.",68
s2718,Ik dacht al bij mezelf; hij zal toch niet het boek in brand gaan steken?,68
s2719,Daarnaast schoof deze Kerst een deel van de familie Blokhuis aan bij presentator Max van Weezel.,68
s2720,In Venray komt een lachgaswinkel.,68
s2721,Maar al die aandacht voor vrouwenvoetbal geeft een enorme boost aan vrouwen en meisjes om te gaan voetballen.,69
s2722,De kaarten zijn gisteren en vandaag alsnog nabezorgd conform het calamiteitenscenario.,69
s2723,Of ze bezetten ziekenhuisbedden die daar eigenlijk niet voor bedoeld zijn.,69
s2724,"De intercity-verbinding komt terug als er weer een nieuwe dienstregeling ingaat, in december van dit jaar.",69
s2725,Bij bedrijven was er met name groei in de bouw en de zakelijke dienstverlening.,69
s2726,Ook waren er geen aanwijzingen voor een terroristisch motief.,69
s2727,Ik ben trots op ze.,69
s2728,"'Overtuigender bewijs' Volgens Schiff is er echter nieuwer en overtuigender bewijs van misdragingen van Trump, waardoor hij de getuigenis van de klokkenluider niet meer nodig acht.",69
s2729,"Ik ben geen vegetariër, maar de standvastigheid en wil om te vechten voor het leven is van onschatbare waarde.",69
s2730,"Om de Amerikanen te verenigen, moet hij nederigheid hebben, ""en dat is voor Trump een uitdaging.",69
s2731,Bewoners van verpleeghuizen zijn opvallend positief over de manier waarop ze worden verzorgd.,69
s2732,De grootste verrassing voor mij is hoe snel je een familie wordt.,69
s2733,"Naaktfoto's dus, schuine grappen, gewaagde cartoons.",69
s2734,Dat is heel aantrekkelijk.,69
s2735,"Dat dit onvoldoende wordt gesignaleerd, zit me dwars.",69
s2736,Het was me een eer en genoegen die uit te spreken.,69
s2737,"Dit zou op alle scholen even goed geregeld moeten zijn, vindt Manon: ""Een paar goede mensen op school kunnen het leven al een heel stuk makkelijker maken voor een heleboel leerlingen.",69
s2738,"Hij was aanwezig bij de steekpartij, maar heeft volgens het OM geen strafbare feiten gepleegd.",69
s2739,Daarnaast speelt mee dat we vermoedelijk nog niet alles weten.,69
s2740,ChristenUnie-leider Segers wil dat Asscher echt zwart op wit zet dat hij niet wil meedoen.,69
s2741,"Soms denk ik erover na en dan krijg ik een boost aan stress, dat is gewoon super beangstigend.",69
s2742,"Hou zeker anno 2017 het NL-Alert aan, want je hebt het in de toekomst misschien nog wel een keer heel hard nodig.",69
s2743,Als je er goed over nadenkt is dit ecologische waanzin en boerenbedrog.,69
s2744,"Het is leuker om het meegemaakt te hebben, dan om het mee te maken"", is een van zijn conclusies.",69
s2745,"Vorige week voelde het net als de zomer, dat geluk hebben we deze dagen niet.",69
s2746,Mao's opvolger Deng Xiaoping had flink in het defensiebudget gesneden.,69
s2747,De jurist Wray wordt door Amerikaanse media gezien als een veilige keuze.,69
s2748,De gemeenteraad verliest een betrokken en gepassioneerd raadslid en collega.,69
s2749,Oppositie Dijsselbloem lijkt in Den Haag ondertussen een van de weinige politici te zijn die echt baat heeft bij de moeizame formatie van een nieuw kabinet.,69
s2750,"Je moet voorkomen dat Oekraïne, door de gasleveringen, volledig afhankelijk wordt van Rusland.",69
s2751,Maar volgens Russische media zouden oude foto's in het appartement suggereren dat de moorden al bijna twintig jaar teruggaan.,69
s2752,Life goes on - with more time to focus on the good in your life and less hollow comparison.,69
s2753,En het is een vooruitgang met wat er was.,69
s2754,Maar de invoering van het homohuwelijk was zeker niet makkelijk.,69
s2755,Ik heb mijn mond open gedaan en dat was dapper.,69
s2756,"Dat is de oproep van tientallen artsen, hoogleraren, bestuurders van zorginstanties en andere deskundigen.",69
s2757,In onderstaande video leggen we uit hoe dat kan.,69
s2758,"Reservemiddelen Vaak kiezen artsen dan voor zogeheten breedspectrum antibiotica die veel ziekteverwekkende bacteriën bestrijden, maar ook veel nuttige bacteriën doden en vaak ook meer bijwerkingen hebben.",69
s2759,Het Zuiderparkzwembad in Den Haag neemt per direct maatregelen om de overlast in het zwembad te beperken.,69
s2760,Dit versterkt de handhavingsmogelijkheden van de gemeente en moet voorkomen dat er sprake kan zijn van illegale advertenties.,69
s2761,Maar tijdens een van de pauzemomenten was een fotograaf van persbureau AP opmerkzaam genoeg om snel een foto te nemen.,70
s2762,Je krijgt succes met campagnes waar echt een dikke vette herhaling in zit.,70
s2763,Ik wil graag met een project bezig zijn.,70
s2764,"We voelden dat het iets bijzonders was, maar er moest wel goed research gedaan worden.",70
s2765,"Ik geloof dat het goed was om door te zetten, zelfs toen de kans op succes klein leek.",70
s2766,Hugo Borst Toch kan dat bedrag nauwelijks als een verrassing voor ze komen.,70
s2767,"En als ze naar het buitenland gaan en daar doorgaan met CO2 uitstoten, dan bereik je de klimaatdoelen ook niet.",70
s2768,Ik dacht maar aan één ding: deze mensen brengen zichzelf en de olifanten in gevaar.,70
s2769,"Alleen met de Blokker-winkels wordt doorgegaan, zij het met met 150 winkels minder en 2000 ontslagen.",70
s2770,Het is belangrijk om met feiten te laten zien dat je niet echt heel bang hoeft te zijn.,70
s2771,Volgens een senator van de oppositiepartij Forza Italia zal de daadwerkelijke besparing ongeveer de helft van het bedrag zijn.,70
s2772,Alle partijen steunden dat verzoek.,70
s2773,"De Michiel Adriaanszoon de Ruyterkazerne, zoals hij officieel gaat heten, gaat honderden miljoenen kosten en het militaire terrein strekt zich uit over 70 hectare grond.",70
s2774,Alleen het NOS Journaal van 20.00 uur kon zich in het kickboksgeweld mengen.,70
s2775,Zo wordt onder meer het aantal onafhankelijke leden in de Raad van Toezicht vergroot en komt er meer toezicht op het bestuur van de organisatie.,70
s2776,"Helaas is het ook hard nodig om een wet met sancties te krijgen, zodat er een verplichting is om te bewijzen dat je vrouwen en mannen gelijk beloont.",70
s2777,"Een positieve ontwikkeling, lijkt het, maar toch staat niet voor iedereen veel seks gelijk aan een gelukkig leven.",70
s2778,Het staakt-het-vuren moet worden nageleefd.,70
s2779,Door de gecontroleerde omstandigheden in Emmeloord zijn de gehaltes thc en cbd altijd exact gelijk.,70
s2780,Ik lees het en denk: dit gaat over mijn team.,70
s2781,"Het antwoord ligt volgens Can in de orthodoxe islam, het wahabisme en salafisme, die in Saudi-Arabië de staatsreligie zijn.",70
s2782,We zijn er best rustig onder.,70
s2783,"Het is van iedereen en het is een fantastisch ding om in de stad te hebben"", zegt hij tegen RTV Rijnmond.",70
s2784,Het zou jammer zijn om die kans te laten liggen.,70
s2785,"Wie niet reageert, krijgt een tweede brief waarin dat bedrag is opgelopen tot 200 euro.",70
s2786,"Hij erkent dat de bezuinigingen waarmee de overdracht naar de gemeenten gepaard ging, niet goed hebben gewerkt.",70
s2787,"Mijn gedroomde partners zijn de PvdA en de SP, op gepaste afstand D66 en dan het CDA en de ChristenUnie.",70
s2788,"Waar er bewoners waren die tot dusver nog hoopten dat met het terugdraaien van de gaswinning er minder grote aardbevingen zouden komen, is deze hoop sommigen nu ontnomen"", schrijven ze.",70
s2789,Er moet een structurele oplossing komen zodat we hier vanaf zijn.,70
s2790,"Dat heeft niet per se met onwil of oplichting te maken, maar het systeem is zodanig dat het niet kán kloppen.",70
s2791,"Maar dat moet gaan veranderen, als het aan Disney ligt.",70
s2792,"Wat Kunst nu doet, is niet de normale wetenschappelijke gang van zaken.",70
s2793,Jan is nu in Almelo en onderzoekt er de kloof tussen burgers en bestuur.,70
s2794,"Denk aan de constante zoektocht naar het beste, mooiste, meeste en leukste.",70
s2795,Vervolgens bepaalt de politie of alle agenten het stroomstootwapen krijgen.,70
s2796,Wij vinden het ongelooflijk jammer dat het in Amsterdam en Utrecht niet is gelukt en dat we honderden woningen hebben moeten terugtrekken omdat je het financieel niet rond krijgt.,70
s2797,Ook staat er een waarschuwing in aan het adres van haar echtgenoot: schakel de politie niet in als je je vrouw levend wil terugzien.,70
s2798,"Er zijn verschillen, maar uiteindelijk maken we deel uit van hetzelfde volk.",70
s2799,"De afgelopen anderhalf jaar zijn zeven nieuwe contracten gemeld bij de inspectie, waaronder deze.",70
s2800,De afgelopen weken heeft ze eindeloos gerepeteerd met haar band.,70
s2801,"Stel, ik was een CDA-politicus in Nederland, dan zou ik me rot schamen voor iemand als Orbán in mijn partij.",71
s2802,Het gaat om de periode 2015 tot en met 2017.,71
s2803,"De uitslag van de verkiezingen in de Amerikaanse staat Ohio voor een zetel in het Huis van Afgevaardigden kan nog dagen op zich laten wachten, door het kleine verschil in het aantal stemmen voor de Republikeinse en de Democratische kandidaat.",71
s2804,Maar zou de keuze voor het ziekenhuis wel bij de patiënt moeten liggen?,71
s2805,"In de VN-Veiligheidsraad heeft onder andere Nederland aangedrongen op een onderzoek naar de gebruikte stoffen, maar ook naar wie de opdracht heeft gegeven.",71
s2806,"Marokko wist dit heel goed, maar ik denk dat de overheid het liet begaan om Europa om extra geld te kunnen vragen.",71
s2807,Topmannen en werkgeverslobby VNO-NCW gaven eerder al aan extra maatregelen te willen.,71
s2808,"En als er dus meer personeel beschikbaar is dan we denken, hoeven werkgevers misschien minder hun best te doen om ze te verleiden met hoge salarissen.",71
s2809,"Maar na drie weken intensief onderhandelen hebben wij helaas moeten concluderen dat dit verdrag, op basis van de tekst zoals die er nu ligt, die bijdrage nu niet zal leveren.",71
s2810,Hoogleraar Internationaal Recht André Nollkaemper beaamt dat.,71
s2811,Docenten krijgen in de stad voorrang bij de toewijzing van sociale huurwoningen.,71
s2812,Nu weet ik zeker dat we deze plek moeten redden.,71
s2813,"Het werkte, zonder dat hij toen eigenlijk al wat deed; een prachtvoorbeeld van management by speech.",71
s2814,Maar je moet er niet aan denken dat onze ziekenhuizen onder water lopen of dat er iets met ons energienetwerk gebeurt.,71
s2815,"Acteur Tom Holland, die eerder al had laten weten graag nog in Marvelfilms mee te spelen, reageerde met clipjes van Leonardo DiCaprio uit The Wolf of Wall Street: ""Ik ga nog niet weg!",71
s2816,"Er moet een goed preventief programma komen, gedekt door de basisverzekering.",71
s2817,Maar geven al die financiële lasten dan geen wantrouwen in de maatschappij?,71
s2818,De Franse president Macron wil het spoorwegbedrijf SNCF grondig hervormen Daarmee komt ook een einde aan allerlei voordeeltjes voor het personeel.,71
s2819,Er heerste een ongelooflijke spanning.,71
s2820,Het zal wel vol worden.,71
s2821,De hulpverlening was toen uitstekend.,71
s2822,"Als ze hadden gezegd: we kunnen er misschien iets mee, dan had ik het al heel bijzonder gevonden.",71
s2823,"Kleinere oren had ik ook graag gewild, maar ook die wens kon niet worden gehonoreerd"".",71
s2824,"Amper 800 euro per maand Een student die zijn of haar opleiding afrondt aan de staatsuniversiteit van Sint-Petersburg, verdient in het eerste jaar erna omgerekend gemiddeld 800 euro per maand.",71
s2825,Dat is serieus geld.,71
s2826,De Belgische autoriteiten hebben dat op een persconferentie bekendgemaakt.,71
s2827,"Als het te mooi lijkt om waar te zijn, is het dat waarschijnlijk ook.",71
s2828,Dat was verschrikkelijk.,71
s2829,Het kabinet wil de opzet van het vmbo aanpassen.,71
s2830,Hij vond een manier om te voorkomen dat nog meer computers geïnfecteerd raakten.,71
s2831,Ik vind dat deze editie wel goed z'n doel heeft bereikt.,71
s2832,Je kunt hier weer gerust op het strand gaan liggen.,71
s2833,To hajj or to #boycotthajj?https://t.co/M8f69mdaea In Nederland lijkt de oproep tot een boycot nauwelijks aan te slaan.,71
s2834,"Je voelt je een stuk veiliger als je over straat loopt, vooral als je 's avonds laat terugkomt van een feestje.",71
s2835,Deze hybride soorten hebben ook karaktertrekken van wilde dieren en zijn daarom volledig ongeschikt om thuis te houden.,71
s2836,Zoals Mondriaanmuseum of Berlagemuseum.,71
s2837,De Amerikanen zeggen: 'Jullie zijn vooringenomen wat betreft Israël.,71
s2838,Maar een aantal van hen had daar geen behoefte meer aan.,71
s2839,"Omdat ze al te lang aan het pluche kleeft"", zegt moeder Holzleitner.",71
s2840,"Op het moment dat je een feest zodanig verandert dat de essentie verloren gaat, moet je de naam aanpassen.",71
s2841,Authenticiteit is ook wat waard.,72
s2842,Dit is gewoon een heel goede vervanger ervoor.,72
s2843,In een interview zei hij later dat hij een grote fout had gemaakt door alle zakken met geld mee te willen nemen.,72
s2844,"Je kan niet zeggen: we zijn bang voor de gevolgen als wij strijders opnemen, we kijken weg.",72
s2845,We willen beter begrijpen hoe planeetvorming plaatsvindt.,72
s2846,"Nu vinyl weer in opkomst is, dacht ik: nu of nooit.",72
s2847,"Moeilijker wordt het zeker niet, hoogstens wat duurder.",72
s2848,Het dataschandaal rond Facebook leidde in Nederland zelfs tot de vraag of Hyves niet kan terugkeren.,72
s2849,"In onze familie geven we graag bij bijzondere gelegenheden iets moois aan je partner, dus er lag genoeg.",72
s2850,Het is denkbaar dat ook in Nederland iemand op basis van dit bewijs veroordeeld wordt.,72
s2851,Inmiddels zijn op de opleiding logistiek nieuwe leidinggevenden aangesteld en is de situatie volgens de school verbeterd.,72
s2852,Tijdens die zogenoemde Literatour vertellen ze over hun boek en over het belang van lezen.,72
s2853,"Toneelgroep Amsterdam maakt echt ander soort theater, waarin decor, spel, licht, design en techniek allemaal samenkomen.",72
s2854,Ook gebeurt het veel te weinig dat dak- en thuislozen na de opvang een passende woonvorm aangeboden krijgen.,72
s2855,"Huidskleur, homoseksualiteit, religie, vrouwenbesnijdenis: overal wordt de spot mee gedreven.",72
s2856,Onze toewijding aan het wereldwijde tijgerprogramma zal alleen maar groter worden nu de populaties in Nepal groeien en onze maatregelen goed uitpakken.,72
s2857,"Volgens Rutte hebben SP, PvdA, GroenLinks en ChristenUnie allemaal voor- en nadelen.",72
s2858,Ze zijn beide net 18 jaar en staan al een paar jaar ingeschreven bij de Kamer van Koophandel.,72
s2859,"Maar zoals Schumer ook al zei, het gaat erom dat je als minister geen flintertje verdenking tegen je hebt.",72
s2860,Maar het is te vroeg om te juichen: misschien liggen er nog veel dode vissen op de bodem.,72
s2861,"Pas als het hele politieke systeem is veranderd, dan hebben wij als volk echt gewonnen.",72
s2862,Alles moet uitmuntend zijn.,72
s2863,Ik vind het een schijntje.,72
s2864,De positie van Schiphol en KLM zijn van groot belang voor de Nederlandse economie en de werkgelegenheid.,72
s2865,I think a lot of voters who vote for Trump take Trump seriously but not literally.,72
s2866,De stelling dat dat er nul zijn geweest is absurd.,72
s2867,Die overheid en opdrachtgevers hoeven ook niet voor mij te zorgen als ik tijdelijk geen werk en dus inkomen heb.,72
s2868,"William moet onsterfelijk worden, om Harry van de troon te houden.",72
s2869,De discussie is gekaapt door een paar landen die grote flexibiliteit willen houden om CO2-rechten uit te wisselen.,72
s2870,We hebben heel veel goedkope sociale huurwoningen op een kluitje en dat geeft problemen.,72
s2871,Dat gebeurde na de aanslag op de marathon in Boston.,72
s2872,Bij Stichting Westelijke Tuinsteden staan 25 vacatures open.,72
s2873,Via dit programma leverde Nederland van 2015 tot begin dit jaar 'niet-dodelijke goederen' aan 22 strijdgroepen in Syrië.,72
s2874,Het is fenomenaal als je die gedichten kan zien.,72
s2875,"De Taiwanese lhbti-gemeenschap heeft een lange weg afgelegd voordat het homohuwelijk legaal werd, maar het parlement stemde vandaag voor.",72
s2876,Aan het eind van de ochtend is parkeerterrein 1 voor Paleis Het Loo bijna vol.,72
s2877,Dat wij gisteren grote impact hadden met uitgerekend een onderzoeksjournalistiek verhaal is veel wezenlijker.,72
s2878,Vooral corporaties in de Randstad en in Zuid-Limburg staan er zo slecht voor dat ze het extra bedrag niet kunnen opbrengen.,72
s2879,"Ik heb wel wat voor jou, lul.",72
s2880,Dat leidde tot lange files aan beide kanten van de brug.,72
s2881,We beginnen het overzicht met fijne resultaten van een onderzoek: mensen met dementie worden blijer van museumbezoek.,73
s2882,"Dit is een grote fout die niet strookt met de rest van de wereld"", vond directeur Sam Annesley.",73
s2883,Maple Skate in Heerenveen heeft schulden en kan het personeel niet meer betalen.,73
s2884,"Voor de leraren is het wel wennen dat ze in een leeg klaslokaal staan, terwijl er wel tienduizenden mensen kijken.",73
s2885,"De export, de binnenlandse investeringen en de werkgelegenheid gaan allemaal goed.",73
s2886,Ook hij verwacht dat de de windmolens in de toekomst alleen nog maar groter zullen worden.,73
s2887,De Oost-Europeanen kregen in eerste instantie Italië aan hun zijde.,73
s2888,Het is voor hun dus fijn als het een beetje opgeruimd wordt en ze zich niet hoeven terug te trekken.,73
s2889,@realDonaldTrump please don't change the (political) climate for the worse.,73
s2890,Bomen helpen daar ongelooflijk goed bij.,73
s2891,Bestuurder Josette Van Wersch van Waterschap Limburg kan dat nu nog niet zeggen.,73
s2892,Bij die cultuur hoort ook het cosplay.,73
s2893,Verhaaltjes sommen vs. kale sommen Er is veel discussie over het rekenonderwijs.,73
s2894,Ik vind wel dat Von der Leyen niet goed bezig is.,73
s2895,De Surinaamse regering heeft geschokt gereageerd op het bootongeluk.,73
s2896,"No one is born hating another person because of the color of his skin or his background or his religion..."" In de reacties op Obama's bericht overheerst het sentiment dat het jammer is dat hij geen president meer is.",73
s2897,"Daarin wordt preciezer ingevuld wie, waar en hoe mensen zullen worden geëvacueerd in het uitzonderlijke geval van een dijkdoorbraak in de buurt van Dordrecht.",73
s2898,Dit komt ook op ons platform terecht en als grootste homodating-app hebben wij de verantwoordelijkheid onze gebruikers te beschermen en een voorbeeld te zijn voor de gemeenschap.,73
s2899,"In de afgelopen jaren bouwde Turkije een joekel van een vastgoedbubbel"", zegt correspondent Lucas Waagmeester.",73
s2900,"Met andere woorden: de plicht gaat niet gelden voor Turken als groep, maar moet wel opgelegd kunnen worden aan individuele nieuwkomers die de taal onvoldoende spreken.",73
s2901,Wij hebben ook vragen.,73
s2902,"Hij zou het daarom fantastisch vinden als Duitsland EURO 2024 mag organiseren, zegt hij met een glimlach van oor tot oor.",73
s2903,De bende roofde in 2014 onder meer dieren uit vogelpark Avifauna in Alphen aan den Rijn.,73
s2904,Even voor 13.00 uur wordt het heel stil in de zaal in Noordwijk.,73
s2905,In het Veerse Meer blijken duizenden van deze Japanse kruiskwallen rond te zwemmen.,73
s2906,Dat duurde 20 minuten.,73
s2907,Het is nog niet bekend om welke variant het gaat.,73
s2908,In Valkenburg zijn vier mensen het slachtoffer geworden van zware mishandeling.,73
